문장,긍정 확률,star,result
평점보고 기대안했다가 뻔하지않는 스토리로 전개되어서 좋았음 영화적 재미는 이 훨씬 높다 생각하지만 조커은 환상이라면 조커는 현실 마지막 재판장부터 결말까지 클라이막스 장면들이 너무나도 인상깊었음 레이디가가와 부르는 노래들마저 너무나도 인상깊다 ,0.9917178153991699,10,10.0
호아킨 피닉스와 레이디 가가의 조커는 나오지 말았어야 했다 ,0.0497620664536953,1,0.0
감독이 선택을 잘 한듯 합니다 ,0.2742888033390045,10,3.0
편 명성에 비해 약간 실망스러웠지만 큰 기대없이 보기에는 괜찮았던 영화 ,0.9794867038726807,7,7.0
조커가 숭배받아야할 대단한 상징이 아니라는 영화의 메세지는 좋았음 호아킨은 연기를 가가는 막 내지르는 곡이 없음에도 노래 잘하는 게 느껴진다 그런데 솔직히 영화는 지루했다 귀에 확 들어온 넘버도 없었고 기대만큼 조커와 할리 퀸의 케미가 느껴지지도 조커가 자신은 아서 플렉에 불과하다고 고백하는 과정도 임팩트가 없어서 아쉬웠다 ,0.21607230603694916,3,1.0
제목을 조커가 아니고 아서 플렉이라고 바꿔서 생각해보면 명작이다기대했던 방향이 아니라고 깎아내릴 영화는 절대 아님수작이라고 생각함 ,0.9923015832901001,9,9.0
아무도 아서한테 관심이 없었다 나조차도 ,0.2410924881696701,10,2.0
뭔 말이 하고 싶은지는 알겠는데 이럴거면 왜 제목을 조커로 지음 ,0.07279624789953232,1,0.0
아서로서 사랑받고 인정받고싶지만 조커로서만 인정해주는 사람들사이에서 갈등하는 아서의 애처로움과심리를 뮤지컬로 승화시킨 토드필립스의 연출력에 찬사를 남긴다 ,0.9924346208572388,10,10.0
조커 보다는 못하지만 잘 봤습니다 ,0.9923040270805359,8,8.0
제발 누가 조커 마이크 좀 뺏어라 노래 못하게 가가 언니 재능 낭비 오졌다 ,0.0262234415858984,5,0.0
아서플렉의 인물에 애정이 있다면혹평이 있을 수 없는 영화 ,0.7866756319999695,8,6.0
영화가 전달하고자 하는 의미는 알겠는데전개부터 노래 등 너무 별로임 ,0.007746610324829817,2,0.0
캐릭터 조커를 기대하는 사람에게는 비추천이 영화의 가 뜻하는 바는 일반명사로서의 광대인 것 같음 편에 비해 재미는 떨어지는 편 하지만 분석 요소가 많아서 감독의 의도 파악하는 거 좋아하면 호일 수도 영상미와 연출 심리 묘사 스토리 기법에 관심 있는 사람에겐 추천 ,0.9370230436325073,10,9.0
아서에게 집중한 편도 좋았어요뮤지컬 과한가 싶지만 다시 보면 이유가 있는 신이란 생각도 들어요 ,0.9923766255378723,8,8.0
조커로 이렇게 졸리긴 첨이네 ,0.010532211512327194,8,0.0
을 너무 감명깊게 봐서 그런가 그냥 뮤지컬 영화같이 느껴졌어요 연기는 뭐 두말할거 없이 인상깊었구요 레이디가가가 연기를 잘하는지 처음 알았어요 ,0.9921256899833679,8,8.0
뮤지컬 영화의 새로운 지평을 열었다뮤지컬이라는 장르의 역사와 해석을 이해하는 사람만이 영화에서 의도하는 바를 이해할 수 있다는 것 만이 커다란 아쉬움이다뮤지컬이라는 장르는 이유 없이 선택돼서는 안된다이 영화에서는 분명한 이유를 가지고 선택되어 장르로서의 새로운 생명력을 발휘한다 ,0.6340701580047607,10,6.0
폭망이라고 해서 편하게 봤다 물론 조금 지루해서 분 정도 졸았다 그러나 진정한 메시지는 우리는 조커에만 열광했지 아서를 몰랐던 거  가가 넘하네 바람 넣어놓고 나몰라라 ,0.4484977424144745,8,4.0
코믹스 기반 대중 영화를 예술영화처럼 만들어 버리다니 ,0.04409684240818024,8,0.0
너무 재미있게 잘봤습니다 ,0.9921784400939941,10,10.0
전작과는 전혀 맛이 다르고 방향도 다르다 평점이 낮은 이유는 편과 완전히 다른 인기의 근간 자체를 파괴하는 일이어서 그런 것 같다  그래도 배우들의 연기와 완성도는 좋다고 할 수 있다 편의 맛을 기대하고 관람한다면 실망할 것이다 ,0.5246134400367737,7,4.0
조커가 아닌 그 자체의 사림 아서 플렉 ,0.5808541178703308,10,6.0
뮤지컬적인 클래식 영화를 보는 느낌이었습니다 ,0.9924307465553284,8,8.0
편명작의 별개내용 쓰레기급 ,0.03187050670385361,4,0.0
영화는 안 봤지만 오티가 예뻐서 ,0.7208079695701599,6,4.0
프랑스 올림픽 개막식같은 영화 ,0.23768427968025208,1,0.0
감사합니다 좋은 영화 잘 봤습니다  ,0.9921121597290039,10,10.0
조커 토드필립스 감독 호아킨피닉스와 레이디가가의 만남 조커와 할리퀸의 조합으로 큰 결과물이 뮤지컬로 인해 실망감이 더해져 대신 그들의 연기에만 기억에 남은 영화 ,0.05431389436125755,7,0.0
감독이 의도한 바는 알겠지만 시도때도 없이 불러대는 조커와 할리의 노래  흐름 다 끊겨버려서 집중 하는데 상당히 힘들었다 ,0.00962220411747694,5,0.0
기대했던 악당은 없었지만 가장 현실적인 조커단 원작의 조커팬은 화날 수 있음개인적으로는 무척 인상 깊었지만 좋게 말해도 대중성이 있다고는 하기 힘드네요파이트클럽 메멘토 같은 영화 재밌게 보셨다면 즐기실 수 있을 듯 ,0.286796897649765,10,3.0
토드 필립스 악취미네 ,0.0344931036233902,5,0.0
전편에 비해 다소 허술하고 지루하지만레이디 가가는 진짜 광기를 보여주며 불을 뿜는다 ,0.6769392490386963,8,5.0
조커를 가두고 아서를 풀었다 ,0.48406657576560974,10,5.0
아서의 가죽 안에 있는 대중의 전염된 광기를 해부하는 거대한 사회실험 ,0.6729328036308289,9,6.0
조커  보면 안 되돈아깝다 생각된건 처음임 ,0.08900073170661926,1,0.0
최근에 재개봉한 조커 다시보며 역시 명작이라고 감탄했는데 편은 안보느니만 못하다 ,0.8718163371086121,6,5.0
꽤괜이네영 ,0.9869303703308105,10,10.0
기대하지 않고 본다면 괜찮을 영화 그것도 용산아이맥스한정 ,0.8713790774345398,6,5.0
편의 광기는 사라지고 현실은 시궁창 꿈과 망상에선 화려하고 스포트라이트 받는 조커만 존재하는 ,0.494432270526886,8,4.0
영화는 끝났고 아서를 남겼지만 아직도 수많은 할리퀸들은 조커만을 찾고 있다 ,0.8243587613105774,9,7.0
평가를 위한 예술을 감상하고 있는 느낌 나도 모르게 이 필름의 좋은 점을 애써 찾고 있었다 관객이 끊임없이 감독의 숨은 의도를 찾으려고 머리 굴리고 생각하는 것도 정도가 있지 이건 뭐 실험 대상 흰 쥐가 된 기분이었다 ,0.02707480452954769,4,0.0
담배에 질식사할 것 같아  왜 담배를 펴대는지 누가 좀 알려줘요 ,0.07148945331573486,1,0.0
조커는 환상이고아서 플렉은 찐따입니다과한 뮤지컬씬은 거부감이 들지만이게 아서플렉에게서 사람들이 느껴온바로 그 위화감일지도 모르겠습니다영화적 기승전결과 상승하강은 좀 섭섭하지만평점이 너무 낮아 점 찍습니다 ,0.9885474443435669,10,10.0
연말 가요대전보다 노래를 더 많이 들은것 같았어요 잘 들었습니다 ,0.9919002056121826,1,1.0
할리퀸이 진짜 빌런이었네아서 플렉이라는 인간이 너무너무 불쌍해 ,0.7296055555343628,8,6.0
그렇게 조커는 계속된다 끊임없이 ,0.8564838767051697,8,7.0
정말 너무 난해한 영화 이렇게 재미 없는 영화 오랫만이네요 ,0.00708761066198349,1,0.0
꼭 안아주고 싶었던 사람의 이야기 ,0.9924410581588745,10,10.0
누구나 조커가 될 수 있었지만 아무나 조커가 될 순 없었다 ,0.7906263470649719,10,8.0
조커라는 캐릭터의 환상을 훌러덩 벗겨내고 추레한 민낯을 보여주는 영화 감독이 과감한 시도를 했다고 생각함 근데 왠지 자꾸 졸면서 보게 됨호아킨 피닉스의 연기 레이디 가가의 노래는 아주 좋았음 ,0.03431493043899536,6,0.0
하아돌려줘 내시간 ,0.010299824178218842,2,0.0
감독의 의도에 분개하고 호아킨피닉스 연기에 감탄하고갑니다 ,0.5091556906700134,6,3.0
모든면에서 충격적인 영화이긴 하다 ,0.46058592200279236,8,4.0
뮤지컬은 아니었던 것 같다 ,0.08698546141386032,7,1.0
아서 였으면 살려두었을 것 조커 였으면 죽였을 것 ,0.7336821556091309,6,4.0
오히려 뮤지컬 형식이어서 더 좋았다 ,0.9924863576889038,10,10.0
조커 폴리아되 조커 폴리아되 ,0.8144367933273315,8,7.0
배우들 연기가 좋았어요 노래 좋긴 한데 뮤지컬은 안섞는 게 더 좋았을 것 같습니다 ,0.9083214998245239,7,6.0
조커영화가 아니였으면 그냥저냥 괜찮은 영화였을 수도 있는데 이건 조커 영화잖아요 이런걸 보려고 조커를 보러 오는건 아니라고 생각 되니 점 드립니다 ,0.4254162609577179,1,0.0
편을 보고 난 이후 편에서 기대하는 내용이 아니라 실망스러운 점이 있으나영화자체로는 재미있음 ,0.991477906703949,7,7.0
노래 잘 부르고 좋은 노래란 것은 알겠어 근데 그것도 계속 들으면 ,0.9784795641899109,7,7.0
역시 레이디 가가 ,0.9757896661758423,7,7.0
조커 폴리아되 잘봤습니다 ,0.9696099758148193,8,8.0
좋은 범죄영화의 마무리입니다 ,0.9729903340339661,10,10.0
뮤지컬하고는 너무 안어울렸음 ,0.015149910934269428,4,0.0
못만든 영화는 절대 아니다 그러나 우리가 기대한 조커영화와는 거리감이 꽤 크다 ,0.1580733209848404,5,1.0
작품과 관객 사이의 제의 벽을 허물며 메시지를 전달하는 방식이 천재적으로 신선하였음 우리가 편을 통해 본 아서 플렉은 결국 관객들이 기대하던 악당 조커가 될 수 없기 때문에 현실적이고 과감한 결말을 선택함 뮤지컬적 요소에 대한 호불호가 상당하지만 아서 플렉이 본인의 웃음을 통제하지 못하는 것 처럼 정도를 구분하지 못하는 내면을 잘 표현해주는 장치였다고 봄 적재적소에만 음악이 등장했다면 그것은 관객을 위한 것이지 결코 아서 플렉을 보여주는 것은 아니었을 것 우리는 여전히 사회에서 아서 플렉과 같은 약자에 관심을 두기보다 우리의 기대를 충족하는 자극적인 조커를 기대했던 것은 아닌지 반성하게 되었음 ,0.9920088052749634,10,10.0
내가 알던 조커는 사라지고 음악영화가 된 조커 레이디 가가는 왜 캐스팅 했는지 노래 못부르면 죽는 병 걸렸나 ,0.10931633412837982,1,0.0
많이 지루한 전개에 전편보다 별로였던 영화 장르를 갑자기 왜 바꿨는지 이해가 안가는 ,0.00791398249566555,5,0.0
노래 좀 그만 부르고 말을 해 가 이 영화가 주는 교훈이 아닐까 조커라는 환상을 철저히 박살내기 위해 관객들이 질려버리도록 노래를 부르죠 모든건 감독의 의도대로 ,0.11182272434234619,6,1.0
조커 폴리아되 감명깊게 잘봤어요 스탭롤에 나오는 호아킨피닉스의 노래가 좋았어요 ,0.9917910099029541,10,10.0
더 이상 너희가알던 조커가 아닌 아서플렉이라 외치지만 이미 고담은 환상속의 조커와 그의 사상이 진하게 물들어졌다 이제 끝내자 처절히 외쳐도 깊게물든 고담에선 제 의 조커들이 나오는건 그리 오래걸리진 않을것같다 아서의 마지막 노래에서   나의 자랑스러운 아들이 대신하리라  ,0.9418226480484009,8,8.0
농담처럼 시작해 농담처럼 끝나는 인생사 ,0.6931312680244446,5,3.0
뮤지컬이라도 잘 뽑았으면 하 ,0.37261900305747986,3,1.0
누군가에게는 만점이겠지만 ,0.3414313793182373,2,1.0
홧김에 버린 쓰레기를 다시 줍는 모습 ,0.026095934212207794,9,0.0
이 영화는 가불기로 설명할 수 있다 응 니들이 기대하던 조커는 없어 사실 전부 다 주인공의 방어기제고 상처받고 나약한 심성의 소시민 아서 플렉만이 존재할 뿐이야 근데 그런 사람이 사이코패스에 아나키스트이길 바란다고 이런 피도 눈물도 없는 인간들 니들은 이 영화의 할리퀸 조커 추종자들과 진배없구나  이러고 있다 문제는 편의 감독이 똑같다는 점이다 편부터 계획했던건지 이후에 심상의 변화가 있었는지는 모르겠으나 뭐가됐든 조커라는 인기와 상업성을 지닌 캐릭터로 영화를 만든 것도 전작에서 주인공에게 그럴듯한 서사와 카타르시스 무게감 있는 연출과 비쥬얼을 부여해놓은 것도 감독인 토드 필립스 본인인데 이번에도 그런 것들을 기대하고 극장을 찾은 관객들에게 주제 넘는 훈계질을 하는 것은 상당히 치졸한 방법인 것 같다 하고싶은 말은 본인의 순수한 창작물을 통해 하면 될 일이며 기존의 캐릭터에 편승하는 메세지 전달 방식은 쉬울 길을 택했다고 생각할 수밖에 없다 뮤지컬 장면이 너무 많다 하도 이 부분에 대해 말이 많아서 관람할 때 색안경 끼고 보지 않으려 했음에도 너무 많다 거의 영화의 한 호흡마다 뮤지컬 장면이 삽입돼있는데 각 장면의 퀄리티는 나쁘지 않지만 이를 너무 남발하다보니 저절로 또 라는 생각이 들어버린다 노래 장면이 많아서 가가를 섭외했는지 가창력을 겸비한 가가를 섭외했으니 최대한 이용하고 싶었는지는 모르겠는데 상당히 피곤했던 요소 ,0.3259555399417877,6,2.0
새로운 조커의 진정한 완결 ,0.9619229435920715,10,10.0
조커가 이렇게까지 사실적으로 그려진다는 것에 굉장한 흥미와 재미를 느꼈다 ,0.9922868013381958,10,10.0
세상이 조커가 되라고 떠밀었지만 끝내 스스로 조커가 될 수 없었던 하지만 후대에 있을 진짜 조커를 낳은 아서 플렉 의 이야기 ,0.9763833284378052,10,10.0
재밌어요 아서의 성장스토리 ,0.9925232529640198,10,10.0
노래안부르고 조커나올때만 재밌는 영화 ,0.028146620839834213,2,0.0
결말이 너무 허무했음 근데 그게 결국은 나도 조커를 원했기 때문이라는 걸 깨닫고 나니까 조커에서 느꼈던 아서에 대한 연민이 이번엔 두 배 짙어짐 아 여운 남는다 ,0.9924478530883789,6,6.0
조커 폴리 아 되 ,0.7081627249717712,4,3.0
전편을 생각하면 실망하지만 어떻게 보면 조커의 현실을 알려주는 영화 ,0.8525055050849915,6,5.0
자신을 부정하며 최후의 존엄을 지킨 아서에게 경의를 ,0.8120255470275879,10,8.0
끝까지 아서플랙이 불쌍했음 ,0.11962611228227615,10,1.0
시간 반 동안 공을 들여 천천히 버려지는 아서 플렉 ,0.17578695714473724,8,1.0
장난하나 이게 영화야 ,0.009483374655246735,2,0.0
코인노래방인지 조커 뮤비인지 노래로 인해 가려진 조커의 삶 ,0.853306233882904,4,3.0
편이 어떻게 소비되었는지를 보고 편을 다소 회의적인 시각을 가지고 봤다 그런데 너무 잘 만든 새드엔딩의 주크박스 뮤지컬이다 이 구성과 스토리로 무대 뮤지컬화해도 좋을 정도로 끝내주는 구성이었음 기대했던 것과 다른 부분이 있지만 그래서 더 좋았던 영화난해하다는 평도 있지만 아서 플렉이 아프고 불우한 인간이었다는 사실을 인정한다면 그에게 깊은 연민을 가질 수밖에 없음감독은 이 연작을 만들면서 뻐꾸기 둥지 위로 날아간 새의 개량판을 의도했던 것 같은데 누군가들이 이걸 추앙과 모방으로 소비하는 것이 안타까웠던 모양이댜이해하기 쉽게 장면들의 의도를 아예 떠먹이는 수준레이디 가가가 재즈 리메이크를 말아주는 잘 만든 주크박스 뮤지컬 한 편을 즐기고 오는 기분으로 보면 좋음 두 주연배우들의 신들린 연기와 아름다운 미술도 영화의 완성도를 높혔음 ,0.991969883441925,10,10.0
이 영화는 세가지 문장으로 평가할 수 있다 편에서 범죄자 미화한다며 비난을 받았던 감독이 사람들의 비난이 무서워서 면죄부를 쓰는 영화  조커 보러 온 사람들에게 꼰대질하는 영화  배트맨의 아치 에너미인 조커의 상징성을 도 이해하지 못한 유사 감독이 만든 영화 ,0.02206066995859146,1,0.0
영화 속에서 조커를 찬양한 것처럼 관람객도 조커를 기대하고 있었다감독이 이러한 점을 노린 것은 대단하지만 뮤지컬을 넣었던 점이 설명될 까 탄을 인질로 잡고 뮤지컬 극장에 앉혔다 이 말이 진짜 요약인 듯 몰입해서 이야기 흐르다 노래 부르기 시작할 때 마다 후 ,0.6718243956565857,6,4.0
감독이 조커의   을 깨부실려고 뮤지컬로  만듬 ,0.03449097275733948,7,0.0
많은 생각을 하게 만든다 ,0.991947591304779,7,7.0
레이디 가가는 왜 섭외한건지 노래도 영화도 뮤지컬도 잘 섞으려고 노력한 티가 난다 잘하는걸 위주로 하는게 더 나을뻔 ,0.015660135075449944,7,0.0
전작에 대한 그리고 조커라는 입지적인 케릭터에 대한 깊은 성찰과 존중이 부족한 후속작 이럴거면 만들지 말았어야지 장르를 바꿔가면서까지 감독의 의도를 노골적으로 표현할 필요가 없었다 남은건 라면위의 케비어같은 호아킨 피닉스의 명품 연기 뿐 ,0.13356289267539978,5,1.0
조커 폴리 아 되 잘 봤습니다 ,0.9716655015945435,3,3.0
끝내 구원받지 못한 아서플렉의 삶 ,0.4666193723678589,7,3.0
법정에서 래리와 아서가 감정적으로 대화를 나눌 때 그 장면이 가장 압권이었다 ,0.9922481775283813,8,8.0
인상 깊었습니다 마지막 부분도 다 의미가 있고 보이던데 파악을 못하는 사람이 많은게 이해가 안됨 저는 아서가 불쌍해서 울었어요 ,0.9921544194221497,10,10.0
재미 목적이 아닌 가볍게 보는거면 쏘쏘합니다 무엇보다 작품성 배우분들의 연기력이 미쳤고 새로운 방향으로 생각해 볼 수 있었던 작품이기도 하네요 ,0.9922284483909607,8,8.0
실 현실에서도 악당을 죽도록 싫어하지만 악당이 힘이 빠지는걸 죽도로 싫어하는 할리퀸관객들 ,0.538014829158783,10,5.0
본 사람들 다 후유증 씨게 오게함어떤의미로는 정말로 영화 잘만들었습니다 ,0.992132842540741,10,10.0
나름 볼법은 한데 뮤지컬 컨셉때문에 흐름이 많이 끊기는거 같음 한두번 해야 그러려니하지 분에 한번씩 저러니 진짜 노래나올때마다 지루함 ,0.008687131106853485,5,0.0
범죄자는 결국 이렇게 작고초라한존재야 라고 가르치려 드는 영화년동안 기다리던 조커는죽었다  ,0.7471586465835571,1,1.0
명대사  노래 좀 그만해 ,0.16127412021160126,2,0.0
배우들 연기 좋네요 노래많이나와요 ,0.9925240874290466,8,8.0
제발 망해라 진짜  뭔내용이야 하루종일 담배만 쳐빨고  노래만 해대고  뮤지컬이냐 제발 대사를 쳐라 노래만 쳐하지말고  아예 장르를 뮤지컬로 해서 내던가 ,0.009171043522655964,1,0.0
예고편을 보고 기대한 바와는 다르나 내용 자체는 많은 생각을 하게 해줌 ,0.889193058013916,7,6.0
역시 내 취향에는 맞지 않는 영화 ,0.008634347468614578,5,0.0
망할 노래 못 불러서 죽은 귀신이 들렀나 편처럼 조커 얼굴을 클로즈 업해서 혼자 독백형식으로 감정을 표현 했으면 좋았겠구만 뜬금없이 노래를 계속 불러대니깐 감정이입도 안되고 뭘 얘기 자하는 건지도 모르겠음 할리퀸 뜬금 열창은 대체 관객보고 어떻게 받아들이라는 건지 모르겠고 조커는 탭댄스까지 추고 자빠졌는데 뭐 어쩌란거야 영화보고 욕하긴 스피드 레이서 이후 두번째임 ,0.029110074043273926,2,0.0
뛰어난 연출과 세심한 디테일들이지만 전작에 비해 아쉬웠다 ,0.2982190251350403,7,2.0
노래 좀 그만 부르고 대사를 쳐라 ,0.025318864732980728,2,0.0
헐리우드영화를 기대했는데 발리우드영화를 보고 왔네 ,0.2918170690536499,1,0.0
라라랜드 조커버전    ,0.6416611671447754,6,4.0
영상미나 연출연기는 좋았는데 중간중간에 뮤지컬 요소가 너무 자주 나와서 몰입을 깸 ,0.186514213681221,7,1.0
괜찮은디 사람들이 참 싫어하네 ,0.646169126033783,8,5.0
조커를 보러갔는데 조커는 없었고 아서 플렉만 있었다 ,0.12349442392587662,5,1.0
공감도안되고 스토리도 억지로 만들어 이어붙인 느낌 진짜 올해 본 영화 중에 돈 제일 아깝네요 ,0.006881154142320156,1,0.0
완벽한 결말이지만 차를 하기엔 그 많은 노래를 감당할 자신이 없다 ,0.870286226272583,8,7.0
노래와 담배만 나오다 끝남  진짜 감독이 조커다 ,0.02379497140645981,1,0.0
극중에 주변인들도 극장내의 관객들도 사실은 모두 조커를 원했지만 아서라고 해버리니 영화가 재미가 없음 영화도 아서일땐 지루하고 재미없음 달리말하면 아서에 몰입해도 재미있지 않음 결국 감독은 네들도 조커를 원하잖아 를 던짐 ,0.007385662291198969,6,0.0
배우 낭비 아이맥스 카메라 낭비 관객 시간 낭비 낭비의 대장을 골고루 갖춘 영화 ,0.0075645470060408115,1,0.0
아서이고 싶었던 조커 잘못 짚었지만 ,0.4802727699279785,6,3.0
노래가 많아요 제 스타일아닙니다 ,0.014876935631036758,1,0.0
이렇게 호불호 극명한 영화 오랜만이네  ,0.1239551529288292,8,1.0
호아킨 피닉스에 레이디 가가 데려다가 너무 실망스런 결과물 입니다 ,0.008026814088225365,4,0.0
중간 중간 장면과는 맞지 않는 노래 뮤지컬 요소만 없었다면 자연스럽게 이야기가 전개되었을 텐데 아쉽다 ,0.537686288356781,8,4.0
전작의 완벽한 안티테제 그럼에도 무르지 않는 힘이 대단하다 ,0.446405827999115,10,4.0
조커는 사라지고 노숙자가 나타나다 ,0.18459446728229523,1,0.0
전작을 뛰어넘지 못하는 일은 흔하지만 이건 ,0.2023758590221405,5,1.0
인셀들이 조커보고 이입하면서 나대니까 감독이 선을 확실히 그어버린 공익성이 강한 영화 대신 자극적인 조커보다 재미는 덜할지몰라도 공익적 메시지를 담는 선택을 한 게 다행스러움 ,0.23703239858150482,7,2.0
반응이 불호쪽이 확실히 많긴한데 난 재밌게 봤음 ,0.9921510219573975,10,10.0
사실 조커도 문제가 아니고 뮤지컬도 문제가 아니다 그냥 재미가 없는 게 문제다 실제로 유튜브에서 보는 뮤지컬은 관객을 빠져들게 만드는 스토리에 몰입하게 되는데 조커 는 그렇지 않았다그냥 재미가 없는 게 제일 큰 문제다 재미만 있었으면 조커가 화장실에서 똥을 쌌어도 별점 점 주고 갔다 ,0.012833110056817532,2,0.0
아서는 영화 속에서도 우리의 현실 속에서도 이해받지 못했다 영화 보고 난 뒤 가슴이 먹먹해졌다 ,0.9919556379318237,10,10.0
뮤지컬은 하지말았어야 했다왜욕먹는지알겄네 ,0.03672215715050697,4,0.0
마이너스 점수 없나요마이너스 점수가 시급합니다만진짜 년 최고 똥쓰레기 영화 이걸 내 돈주고 보다니 ,0.00684090331196785,1,0.0
이것은 가가의 뮤비인가 아니면 조커의 리사이틀쇼인가 진지해질라하면 노래하고 또 노래해서 몰입 깨고 이쯤되면 조커와 할리퀸의 잘못된 만남 ,0.06864532828330994,4,0.0
조커를 보러 갔는데 아서 플렉을 보고왔다 ,0.6493642330169678,5,3.0
영화가 끝나고 관람평부터 찾아보는 나이게 맞나라는 불확신 영화가 끝나고 두 시간이 지난 지금까지 적잖은 충격에 잠이 오질 않는다 허황된 꿈이었다는 것이 다소 충격적이었나 보다 먼가 나만 나쁜 놈이 된 기분이랄까 조커에 무임승차하려다가 실패하고 홀로 남겨진 이 이상한 기분 이게 감독의 의도라면 잘 만든 영화라는 것에는 반박 불가할 듯 ,0.15473975241184235,10,2.0
솔직히 작품이 뮤지컬 요소 때문인지 뭔가 끊기는 느낌이긴 했지만 사람들이 아쉬워 하는 이유 중 하나는 영화 속 처럼 관객들도 아서 플렉이 아닌 조커를 원했다는 점 그저 현실은 광기에 찬 초월적인 빌런은 없고 버림받는다는 느낌에 아쉬움을 표현하는 것 같음 결국 감독의 메세지는 잘 전달힌 작품임 ,0.9573290348052979,7,7.0
감독의 용기를 응원합니다 ,0.7436554431915283,10,7.0
팬을 등진 대가는 클 것이다 ,0.33835336565971375,1,0.0
호불호가 강하게 갈릴 작품임이 틀림없다 단 우리가 그렇게 열광하던 히스레저의 조커 잭니콜슨의 조커 애니메이션 배트맨의 조커는 서사가 있던 캐릭터가 아니라 오직 끝이 안보이는 광기만을 관철하는 캐릭터임을 생각하면 감독이 왜 이런 결말에 도달하고 이걸 작품으로 만들었는 지 납득이 가는 영화고 느꼈고 엔딩에서 이게 조커라는 영화지라는 말나왔고 머리를 가격당한 느낌이였다 서사는 필요없고 오직 광기에 물든 광대라는 본질에 이치하는 영화라 개인적으로는 극호인 영화이지만 지인이나 친구에게 솔직히 추천은 못하겠다 ,0.5543579459190369,10,6.0
너무 긴 노래  개연성 없는 노래  아무 의미 없는 가사  류 정신병 범죄자 조커  조커 따위 가지고노는 할리퀸  레이디가가  나 노래 잘 함  레이디가가  나 노래 잘 함  레이디가가  나 노래 잘 함  제목을 레이디가가  싱어 할리퀸 으로 하지 왜 전작이 좋아서 기대했건만 그놈의 여성 인권 신장으로 레이디가가 들이붓는 바람에 망했다 본다 호아킨 피닉스의 명 연기가 너무나 아까운 쓰레기 영화 ,0.00766533799469471,2,0.0
뮤지컬을 왜 넣었는지 의문이 드는 영화 연기력은 좋았다 ,0.03833461180329323,6,0.0
꼭 음질 좋은 영화관에서 보세요개인적으로 후반부로 갈수록 더 몰입도가 높았습니다 영화관에서 또 볼 예정입니다 ,0.9923632144927979,10,10.0
노래가 많은거  근데 이것도 저것도 아닌느낌 스토리도 너무 재미없어서 실망스러웠다 ,0.006980678532272577,1,0.0
노노래 멈춰끝없는 노래 아서도 그만하래 ,0.02624485455453396,6,0.0
망상을 버려라 너희가 바라던 조커는 허상일지니 뮤지컬은 아서의 망상을 표현하는 수단이자 가가는 그 도구 역할을 훌륭히 수행하였다 ,0.849502682685852,10,8.0
감독이 뭘 말하는지 알겠는데 편집을 더 깔끔하게 했으면조커도 감독보다는 호아킨 연기로 이끌고 갔었지만 이번에도 호아킨과 레이디가가는 잘 했음 ,0.956548810005188,8,8.0
보기 너무 힘들었고 나중엔 아무 소리도 듣고 싶지 않았음 ,0.012359454296529293,1,0.0
넘 노잼 심지어 뮤지컬영화였음  아 조커을 재미있게봐서 기대했는데 넘 아쉽네요 ,0.01807274855673313,1,0.0
오랜만에 보다 졸았음 아 피곤하네 왜 뮤지컬 영화가 된거지 ,0.009055486880242825,6,0.0
전작을 통해 손에 꼽는 인생 영화를 보여줬다고 이번에 손에 꼽는 최악의 영화를 보여주는 건가 감독이 동일 인물인게 의심스러울 정도로 실망스러운 괴작 ,0.00794357992708683,2,0.0
아서 플렉은 조커가 아니었고 그 첫번째 이데올로기였을뿐 진짜 조커는 아서 플렉의 죽음으로 새롭게 탄생했다 마지막 장면 뒤 입을 칼로 그어버리는 새로운 조커 나만 보았던 것일까 ,0.9703531861305237,6,6.0
편의 진지함이 좋았는데 장르가 바뀌고 가가가 노래하니 흥미는 반감되고 지루하기까지 하다 ,0.01595093309879303,6,0.0
최상품 식재료로 섞어찌개를 끓여 먹은 느낌 ,0.030068105086684227,6,0.0
조커은 어둡고 피폐한 내용이었지만 쫄깃한 진행으로 재밌었는데 는 스토리를 떠나서 뮤지컬 장면이 너무 많고 감옥이랑 재판장만 나오니까 지루해진거 같아요 ,0.28300371766090393,6,2.0
조커를 가장 완벽하게 종결낸 후속편 이네요 ,0.9924401044845581,10,10.0
조커 폴리 아 되 조커 폴리 ,0.7451298832893372,10,7.0
조커를 원했는데 조커튼 것만 보고옴 ,0.2333838939666748,6,1.0
